Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2019-07-31,Island,WA,Truck,0.0,0.0,0.0,21302.0,21302.0,0.0,2019,7
2018-01-31,Lewis,WA,Truck,0.0,0.0,0.0,25328.0,25328.0,0.0,2018,1
2021-05-31,San Mateo,CA,Passenger,1.0,0.0,1.0,113.0,114.0,0.88,2021,5
2021-02-28,Dallas,TX,Passenger,1.0,0.0,1.0,177.0,178.0,0.56,2021,2
2023-11-30,Coryell,TX,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2023,11
2019-08-31,Frederick,MD,Passenger,1.0,1.0,2.0,80.0,82.0,2.44,2019,8
2019-10-31,Manassas,VA,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2019,10
2023-07-31,Lake,IN,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2023,7
2023-06-30,Walla Walla,WA,Passenger,221.0,110.0,331.0,35481.0,35812.0,0.92,2023,6
2017-07-31,Arlington,VA,Passenger,1.0,1.0,2.0,170.0,172.0,1.16,2017,7
2019-08-31,Calvert,MD,Passenger,0.0,2.0,2.0,87.0,89.0,2.25,2019,8
2021-12-31,San Francisco,CA,Passenger,0.0,1.0,1.0,101.0,102.0,0.98,2021,12
2021-09-30,Cowlitz,WA,Passenger,246.0,154.0,400.0,72008.0,72408.0,0.55,2021,9
2023-06-30,Clallam,WA,Passenger,549.0,285.0,834.0,49075.0,49909.0,1.67,2023,6
2018-08-31,Grant,WA,Passenger,34.0,49.0,83.0,63544.0,63627.0,0.13,2018,8
2023-09-30,Bell,TX,Passenger,1.0,0.0,1.0,232.0,233.0,0.43,2023,9
2020-10-31,Queens,NY,Passenger,1.0,0.0,1.0,55.0,56.0,1.79,2020,10
2023-05-31,Sheridan,WY,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2023,5
2022-05-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2022,5
2021-05-31,Stafford,VA,Passenger,2.0,1.0,3.0,104.0,107.0,2.8,2021,5
2019-05-31,Clark,WA,Passenger,1475.0,914.0,2389.0,313198.0,315587.0,0.76,2019,5
2018-01-31,Dallas,TX,Passenger,0.0,1.0,1.0,191.0,192.0,0.52,2018,1
2022-12-31,Parker,TX,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2022,12
2023-06-30,Prince William,VA,Passenger,1.0,2.0,3.0,163.0,166.0,1.81,2023,6
2022-01-31,Fresno,CA,Passenger,1.0,0.0,1.0,171.0,172.0,0.58,2022,1
2020-06-30,Hawaii,HI,Passenger,1.0,0.0,1.0,60.0,61.0,1.64,2020,6
2022-03-31,Prince George's,MD,Passenger,2.0,1.0,3.0,146.0,149.0,2.01,2022,3
2019-09-30,Washoe,NV,Passenger,2.0,0.0,2.0,112.0,114.0,1.75,2019,9
2022-11-30,Charleston,SC,Passenger,2.0,2.0,4.0,62.0,66.0,6.06,2022,11
2017-11-30,Montgomery,TX,Passenger,1.0,0.0,1.0,63.0,64.0,1.56,2017,11
2020-10-31,Thurston,WA,Passenger,1254.0,760.0,2014.0,197144.0,199158.0,1.01,2020,10
2019-02-28,Sacramento,CA,Passenger,0.0,1.0,1.0,312.0,313.0,0.32,2019,2
2020-11-30,Kent,MI,Passenger,0.0,1.0,1.0,27.0,28.0,3.57,2020,11
2021-10-31,Saginaw,MI,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2021,10
2023-11-30,Ferry,WA,Passenger,23.0,4.0,27.0,4240.0,4267.0,0.63,2023,11
2018-05-31,Mason,WA,Truck,0.0,0.0,0.0,19868.0,19868.0,0.0,2018,5
2018-12-31,Hawaii,HI,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2018,12
2018-11-30,Nueces,TX,Passenger,1.0,1.0,2.0,93.0,95.0,2.11,2018,11
2023-01-31,Orange,FL,Passenger,1.0,0.0,1.0,73.0,74.0,1.35,2023,1
2020-02-29,Grant,WA,Truck,0.0,0.0,0.0,27059.0,27059.0,0.0,2020,2
2020-05-31,Flathead,MT,Passenger,1.0,0.0,1.0,68.0,69.0,1.45,2020,5
2019-09-30,Mercer,NJ,Passenger,0.0,1.0,1.0,20.0,21.0,4.76,2019,9
2023-09-30,Rockdale,GA,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2023,9
2022-05-31,King,WA,Passenger,39994.0,11043.0,51037.0,1346927.0,1397964.0,3.65,2022,5
2023-06-30,Douglas,NE,Passenger,1.0,1.0,2.0,27.0,29.0,6.9,2023,6
2022-10-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2022,10
2021-01-31,Ferry,WA,Passenger,9.0,3.0,12.0,4342.0,4354.0,0.28,2021,1
2022-07-31,Grant,WA,Truck,0.0,0.0,0.0,27947.0,27947.0,0.0,2022,7
2019-08-31,Loudoun,VA,Passenger,1.0,0.0,1.0,94.0,95.0,1.05,2019,8
2018-09-30,Asotin,WA,Truck,0.0,0.0,0.0,6630.0,6630.0,0.0,2018,9
2022-10-31,Ventura,CA,Passenger,3.0,2.0,5.0,227.0,232.0,2.16,2022,10
2021-11-30,Danville,VA,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2021,11
2022-04-30,Harnett,NC,Passenger,2.0,0.0,2.0,162.0,164.0,1.22,2022,4
2018-11-30,Kittitas,WA,Truck,0.0,0.0,0.0,14166.0,14166.0,0.0,2018,11
2018-09-30,Columbia,WA,Passenger,2.0,2.0,4.0,2430.0,2434.0,0.16,2018,9
2020-08-31,Okanogan,WA,Passenger,40.0,34.0,74.0,25972.0,26046.0,0.28,2020,8
2023-09-30,Newport News,VA,Passenger,1.0,0.0,1.0,95.0,96.0,1.04,2023,9
2023-06-30,Cumberland,PA,Passenger,1.0,0.0,1.0,39.0,40.0,2.5,2023,6
2020-12-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,21200.0,21200.0,0.0,2020,12
2024-01-31,Grant,WA,Passenger,373.0,158.0,531.0,66124.0,66655.0,0.8,2024,1
2019-03-31,Klickitat,WA,Truck,0.0,0.0,0.0,8203.0,8203.0,0.0,2019,3
2023-12-31,Yakima,WA,Passenger,643.0,297.0,940.0,164992.0,165932.0,0.57,2023,12
2019-03-31,Calvert,MD,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2019,3
2023-05-31,Santa Cruz,CA,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2023,5
2020-08-31,Douglas,WA,Truck,0.0,0.0,0.0,12333.0,12333.0,0.0,2020,8
2019-06-30,Pierce,WA,Truck,0.0,0.0,0.0,139764.0,139764.0,0.0,2019,6
2022-09-30,Virginia Beach,VA,Passenger,2.0,1.0,3.0,496.0,499.0,0.6,2022,9
2018-02-28,Nueces,TX,Passenger,1.0,1.0,2.0,95.0,97.0,2.06,2018,2
2022-03-31,Essex,NJ,Passenger,2.0,0.0,2.0,12.0,14.0,14.29,2022,3
2022-03-31,Gwinnett,GA,Passenger,1.0,0.0,1.0,57.0,58.0,1.72,2022,3
2019-01-31,Cowlitz,WA,Truck,0.0,0.0,0.0,28725.0,28725.0,0.0,2019,1
2022-07-31,Berkeley,SC,Passenger,0.0,1.0,1.0,118.0,119.0,0.84,2022,7
2022-12-31,Cumberland,NC,Passenger,1.0,4.0,5.0,352.0,357.0,1.4,2022,12
2020-05-31,Kitsap,WA,Passenger,1312.0,678.0,1990.0,179589.0,181579.0,1.1,2020,5
2017-03-31,Monterey,CA,Passenger,0.0,1.0,1.0,220.0,221.0,0.45,2017,3
2018-07-31,Howard,MD,Passenger,0.0,1.0,1.0,92.0,93.0,1.08,2018,7
2018-09-30,Washtenaw,MI,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2018,9
2020-02-29,Powhatan,VA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2020,2
2023-12-31,Mobile,AL,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2023,12
2017-03-31,Charles,MD,Passenger,0.0,1.0,1.0,92.0,93.0,1.08,2017,3
2019-09-30,Jones,GA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2019,9
2021-03-31,Cowlitz,WA,Passenger,197.0,133.0,330.0,72144.0,72474.0,0.46,2021,3
2019-07-31,Travis,TX,Passenger,4.0,1.0,5.0,213.0,218.0,2.29,2019,7
2021-07-31,Sonoma,CA,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2021,7
2023-04-30,Stevens,WA,Truck,1.0,0.0,1.0,18760.0,18761.0,0.01,2023,4
2020-12-31,Harford,MD,Passenger,0.0,1.0,1.0,58.0,59.0,1.69,2020,12
2020-03-31,Twin Falls,ID,Passenger,0.0,1.0,1.0,30.0,31.0,3.23,2020,3
2022-04-30,Boone,MO,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2022,4
2022-01-31,Dorchester,SC,Passenger,1.0,0.0,1.0,76.0,77.0,1.3,2022,1
2023-08-31,Jefferson,NY,Passenger,2.0,1.0,3.0,182.0,185.0,1.62,2023,8
2023-12-31,DuPage,IL,Passenger,2.0,1.0,3.0,29.0,32.0,9.38,2023,12
2021-06-30,Lake,FL,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,6
2018-02-28,Sedgwick,KS,Passenger,0.0,1.0,1.0,105.0,106.0,0.94,2018,2
2022-03-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,84.0,85.0,1.18,2022,3
2018-08-31,Kittitas,WA,Passenger,52.0,34.0,86.0,29120.0,29206.0,0.29,2018,8
2019-08-31,Whatcom,WA,Truck,2.0,0.0,2.0,42993.0,42995.0,0.0,2019,8
2017-04-30,Riverside,CA,Passenger,1.0,1.0,2.0,829.0,831.0,0.24,2017,4
2021-02-28,San Bernardino,CA,Passenger,1.0,0.0,1.0,393.0,394.0,0.25,2021,2
2018-11-30,Marion,IN,Passenger,1.0,0.0,1.0,122.0,123.0,0.81,2018,11
2020-09-30,Moore,NC,Passenger,0.0,1.0,1.0,162.0,163.0,0.61,2020,9
2018-07-31,Sumter,FL,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2018,7
2019-11-30,Penobscot,ME,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2019,11
2018-04-30,Okanogan,WA,Passenger,8.0,19.0,27.0,25811.0,25838.0,0.1,2018,4
2021-01-31,Wahkiakum,WA,Passenger,7.0,6.0,13.0,3040.0,3053.0,0.43,2021,1
2018-06-30,Grant,WA,Truck,0.0,0.0,0.0,25921.0,25921.0,0.0,2018,6
2020-04-30,Wilson,TX,Passenger,0.0,1.0,1.0,8.0,9.0,11.11,2020,4
2019-09-30,Skagit,WA,Truck,1.0,0.0,1.0,32511.0,32512.0,0.0,2019,9
2023-12-31,Hamilton,OH,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2023,12
2018-02-28,Morris,NJ,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2018,2
2017-02-28,Travis,TX,Passenger,1.0,1.0,2.0,201.0,203.0,0.99,2017,2
2020-10-31,Sarasota,FL,Passenger,2.0,0.0,2.0,33.0,35.0,5.71,2020,10
2017-04-30,Lewis,NY,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2017,4
2019-02-28,Jefferson,WA,Truck,0.0,0.0,0.0,9618.0,9618.0,0.0,2019,2
2021-03-31,Denver,CO,Passenger,1.0,0.0,1.0,118.0,119.0,0.84,2021,3
2022-08-31,Broward,FL,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2022,8
2022-09-30,Madison,IL,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2022,9
2019-02-28,Volusia,FL,Passenger,0.0,1.0,1.0,40.0,41.0,2.44,2019,2
2023-06-30,Collier,FL,Passenger,1.0,0.0,1.0,15.0,16.0,6.25,2023,6
2023-04-30,Las Animas,CO,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2023,4
2019-10-31,Whitman,WA,Truck,0.0,0.0,0.0,8598.0,8598.0,0.0,2019,10
2019-06-30,Mason,WA,Truck,0.0,0.0,0.0,20353.0,20353.0,0.0,2019,6
2019-08-31,Kittitas,WA,Truck,0.0,0.0,0.0,14526.0,14526.0,0.0,2019,8
2017-03-31,Clackamas,OR,Passenger,1.0,2.0,3.0,337.0,340.0,0.88,2017,3
2018-12-31,Guadalupe,TX,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2018,12
2022-08-31,Frederick,MD,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2022,8
2020-07-31,Manassas,VA,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2020,7
2021-03-31,Thurston,WA,Truck,0.0,0.0,0.0,56509.0,56509.0,0.0,2021,3
2019-06-30,Skagit,WA,Passenger,298.0,200.0,498.0,91934.0,92432.0,0.54,2019,6
2018-04-30,Ferry,WA,Passenger,2.0,3.0,5.0,4413.0,4418.0,0.11,2018,4
2022-02-28,Bexar,TX,Passenger,2.0,4.0,6.0,509.0,515.0,1.17,2022,2
2021-06-30,Williamson,TX,Passenger,0.0,2.0,2.0,113.0,115.0,1.74,2021,6
2020-07-31,Douglas,NE,Passenger,0.0,1.0,1.0,55.0,56.0,1.79,2020,7
2017-11-30,Prince George's,MD,Passenger,0.0,1.0,1.0,183.0,184.0,0.54,2017,11
2021-05-31,Pend Oreille,WA,Passenger,14.0,6.0,20.0,9272.0,9292.0,0.22,2021,5
2023-08-31,Riverside,CA,Passenger,5.0,0.0,5.0,363.0,368.0,1.36,2023,8
2022-03-31,Columbia,WA,Truck,0.0,0.0,0.0,1589.0,1589.0,0.0,2022,3
2021-07-31,Penobscot,ME,Passenger,0.0,1.0,1.0,9.0,10.0,10.0,2021,7
2023-10-31,Wahkiakum,WA,Truck,4.0,0.0,4.0,1757.0,1761.0,0.23,2023,10
2022-01-31,Marin,CA,Passenger,1.0,1.0,2.0,35.0,37.0,5.41,2022,1
2022-07-31,Wilson,TX,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2022,7
2020-02-29,Frederick,MD,Passenger,1.0,1.0,2.0,79.0,81.0,2.47,2020,2
2022-05-31,Saratoga,NY,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2022,5
2019-08-31,Montgomery,AL,Passenger,0.0,1.0,1.0,40.0,41.0,2.44,2019,8
2017-04-30,Spokane,WA,Truck,1.0,0.0,1.0,90259.0,90260.0,0.0,2017,4
2020-04-30,Ada,ID,Passenger,0.0,1.0,1.0,297.0,298.0,0.34,2020,4
2023-10-31,Nueces,TX,Passenger,1.0,1.0,2.0,45.0,47.0,4.26,2023,10
2019-05-31,Guadalupe,TX,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2019,5
2019-10-31,Cascade,MT,Passenger,0.0,1.0,1.0,62.0,63.0,1.59,2019,10
2020-05-31,Bartow,GA,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2020,5
2021-04-30,Whitman,WA,Passenger,59.0,44.0,103.0,21973.0,22076.0,0.47,2021,4
2022-11-30,Kitsap,WA,Truck,27.0,0.0,27.0,52937.0,52964.0,0.05,2022,11
2017-04-30,Maui,HI,Passenger,1.0,0.0,1.0,73.0,74.0,1.35,2017,4
2020-07-31,Morris,NJ,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2020,7
2018-03-31,Eagle,CO,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2018,3
2020-05-31,Okanogan,WA,Passenger,34.0,33.0,67.0,25873.0,25940.0,0.26,2020,5
2018-03-31,Honolulu,HI,Passenger,2.0,2.0,4.0,559.0,563.0,0.71,2018,3
2020-01-31,Tulsa,OK,Passenger,1.0,1.0,2.0,52.0,54.0,3.7,2020,1
2021-05-31,Harris,TX,Passenger,1.0,1.0,2.0,224.0,226.0,0.88,2021,5
2023-07-31,Essex,MA,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2023,7
2020-08-31,Spokane,WA,Passenger,780.0,504.0,1284.0,317368.0,318652.0,0.4,2020,8
2019-09-30,Prince William,VA,Passenger,1.0,4.0,5.0,242.0,247.0,2.02,2019,9
2021-01-31,Alameda,CA,Passenger,4.0,0.0,4.0,273.0,277.0,1.44,2021,1
2019-02-28,Fulton,GA,Passenger,1.0,2.0,3.0,109.0,112.0,2.68,2019,2
2017-12-31,Whitman,WA,Passenger,17.0,20.0,37.0,22423.0,22460.0,0.16,2017,12
2021-05-31,Asotin,WA,Truck,0.0,0.0,0.0,6780.0,6780.0,0.0,2021,5
2020-09-30,DeKalb,GA,Passenger,1.0,0.0,1.0,81.0,82.0,1.22,2020,9
2023-08-31,Pulaski,MO,Passenger,2.0,0.0,2.0,89.0,91.0,2.2,2023,8
2022-11-30,Albemarle,VA,Passenger,2.0,0.0,2.0,18.0,20.0,10.0,2022,11
2023-06-30,Lewis,WA,Passenger,330.0,211.0,541.0,59351.0,59892.0,0.9,2023,6
2021-06-30,Owyhee,ID,Passenger,1.0,0.0,1.0,3.0,4.0,25.0,2021,6
2017-01-31,Pierce,WA,Truck,0.0,0.0,0.0,138746.0,138746.0,0.0,2017,1
2021-09-30,Spartanburg,SC,Passenger,0.0,1.0,1.0,50.0,51.0,1.96,2021,9
2022-01-31,Sacramento,CA,Passenger,2.0,1.0,3.0,234.0,237.0,1.27,2022,1
2018-11-30,Fulton,GA,Passenger,1.0,2.0,3.0,108.0,111.0,2.7,2018,11
2021-05-31,Houston,GA,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2021,5
2018-08-31,Charles,MD,Passenger,0.0,1.0,1.0,85.0,86.0,1.16,2018,8
2019-09-30,King,WA,Truck,6.0,1.0,7.0,182366.0,182373.0,0.0,2019,9
2023-07-31,Clark,WA,Truck,102.0,0.0,102.0,81348.0,81450.0,0.13,2023,7
2022-10-31,Lincoln,WA,Passenger,12.0,17.0,29.0,7725.0,7754.0,0.37,2022,10
2018-04-30,Garfield,WA,Truck,0.0,0.0,0.0,949.0,949.0,0.0,2018,4
2021-12-31,Douglas,CO,Passenger,0.0,1.0,1.0,85.0,86.0,1.16,2021,12
2022-11-30,Jefferson,NY,Passenger,1.0,1.0,2.0,209.0,211.0,0.95,2022,11
2022-02-28,Mason,WA,Truck,0.0,0.0,0.0,21159.0,21159.0,0.0,2022,2
2021-10-31,Montgomery,TN,Passenger,1.0,0.0,1.0,228.0,229.0,0.44,2021,10
2022-08-31,Palm Beach,FL,Passenger,0.0,1.0,1.0,52.0,53.0,1.89,2022,8
2018-09-30,Guadalupe,TX,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2018,9
2024-01-31,Parker,TX,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2024,1
2018-06-30,Eagle,CO,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2018,6
2023-10-31,Gwinnett,GA,Passenger,1.0,0.0,1.0,34.0,35.0,2.86,2023,10
2017-12-31,Pacific,WA,Passenger,15.0,13.0,28.0,15399.0,15427.0,0.18,2017,12
2023-09-30,Pend Oreille,WA,Passenger,31.0,17.0,48.0,8836.0,8884.0,0.54,2023,9
2023-04-30,Anchorage,AK,Passenger,1.0,0.0,1.0,105.0,106.0,0.94,2023,4
2020-11-30,Hampshire,MA,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2020,11
2024-02-29,Allen,IN,Passenger,1.0,1.0,2.0,10.0,12.0,16.67,2024,2
2023-01-31,Lewis,WA,Passenger,280.0,189.0,469.0,59741.0,60210.0,0.78,2023,1
2018-10-31,Los Angeles,CA,Passenger,4.0,5.0,9.0,1158.0,1167.0,0.77,2018,10
2017-11-30,Benton,WA,Truck,0.0,0.0,0.0,40499.0,40499.0,0.0,2017,11
2019-07-31,Mercer,NJ,Passenger,0.0,1.0,1.0,18.0,19.0,5.26,2019,7
2018-06-30,New Haven,CT,Passenger,0.0,1.0,1.0,50.0,51.0,1.96,2018,6
2017-02-28,Portsmouth,VA,Passenger,0.0,1.0,1.0,65.0,66.0,1.52,2017,2
2020-11-30,Salt Lake,UT,Passenger,0.0,1.0,1.0,182.0,183.0,0.55,2020,11
2021-10-31,Travis,TX,Passenger,4.0,3.0,7.0,147.0,154.0,4.55,2021,10
2017-01-31,St. Mary's,MD,Passenger,0.0,1.0,1.0,204.0,205.0,0.49,2017,1
2021-09-30,Bartow,GA,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2021,9
2024-02-29,Bartow,GA,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2024,2
2022-09-30,Whitman,WA,Passenger,96.0,64.0,160.0,21931.0,22091.0,0.72,2022,9
2022-06-30,Lane,OR,Passenger,0.0,2.0,2.0,102.0,104.0,1.92,2022,6
2019-12-31,Fulton,GA,Passenger,0.0,2.0,2.0,105.0,107.0,1.87,2019,12
2017-06-30,New Haven,CT,Passenger,0.0,1.0,1.0,57.0,58.0,1.72,2017,6
2018-10-31,Oldham,KY,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2018,10
2020-10-31,Contra Costa,CA,Passenger,4.0,3.0,7.0,287.0,294.0,2.38,2020,10
2018-08-31,Lane,OR,Passenger,0.0,1.0,1.0,185.0,186.0,0.54,2018,8
2021-11-30,Miami-Dade,FL,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2021,11
2019-08-31,Travis,TX,Passenger,4.0,1.0,5.0,214.0,219.0,2.28,2019,8
2023-05-31,Virginia Beach,VA,Passenger,3.0,1.0,4.0,444.0,448.0,0.89,2023,5
2018-04-30,Santa Fe,NM,Passenger,0.0,1.0,1.0,41.0,42.0,2.38,2018,4
2019-08-31,Valencia,NM,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2019,8
2020-07-31,DeKalb,IN,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2020,7
2019-03-31,Skagit,WA,Truck,1.0,0.0,1.0,32251.0,32252.0,0.0,2019,3
2018-03-31,Cook,IL,Passenger,1.0,0.0,1.0,280.0,281.0,0.36,2018,3
2023-05-31,Ferry,WA,Truck,0.0,0.0,0.0,3566.0,3566.0,0.0,2023,5
2017-02-28,Hawaii,HI,Passenger,1.0,0.0,1.0,88.0,89.0,1.12,2017,2
2021-12-31,Camden,NJ,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2021,12
2019-03-31,Grant,WA,Truck,0.0,0.0,0.0,26331.0,26331.0,0.0,2019,3
2019-12-31,Stevens,WA,Truck,0.0,0.0,0.0,18759.0,18759.0,0.0,2019,12
2020-10-31,Charleston,SC,Passenger,2.0,0.0,2.0,98.0,100.0,2.0,2020,10
2018-09-30,Queens,NY,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2018,9
2018-10-31,Walla Walla,WA,Passenger,36.0,50.0,86.0,35994.0,36080.0,0.24,2018,10
2023-05-31,San Juan,WA,Passenger,609.0,176.0,785.0,13824.0,14609.0,5.37,2023,5
2020-07-31,Lincoln,WA,Truck,0.0,0.0,0.0,4659.0,4659.0,0.0,2020,7
2021-07-31,Deschutes,OR,Passenger,1.0,0.0,1.0,123.0,124.0,0.81,2021,7
2020-06-30,Montgomery,OH,Passenger,0.0,1.0,1.0,50.0,51.0,1.96,2020,6
2022-12-31,St. Lawrence,NY,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2022,12
2022-08-31,Skamania,WA,Passenger,82.0,50.0,132.0,8135.0,8267.0,1.6,2022,8
2022-05-31,Palm Beach,FL,Passenger,0.0,1.0,1.0,54.0,55.0,1.82,2022,5
2019-02-28,Cook,IL,Passenger,1.0,0.0,1.0,245.0,246.0,0.41,2019,2
2019-10-31,Duval,FL,Passenger,1.0,2.0,3.0,376.0,379.0,0.79,2019,10
2017-11-30,DeKalb,IN,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2017,11
2018-11-30,Sacramento,CA,Passenger,0.0,1.0,1.0,318.0,319.0,0.31,2018,11
2017-04-30,Skamania,WA,Truck,0.0,0.0,0.0,3874.0,3874.0,0.0,2017,4
2023-11-30,Kittitas,WA,Truck,18.0,0.0,18.0,14453.0,14471.0,0.12,2023,11
2021-06-30,Pima,AZ,Passenger,2.0,1.0,3.0,293.0,296.0,1.01,2021,6
2022-07-31,Alexandria,VA,Passenger,4.0,0.0,4.0,106.0,110.0,3.64,2022,7
2017-08-31,Palm Beach,FL,Passenger,0.0,2.0,2.0,97.0,99.0,2.02,2017,8
2018-02-28,San Mateo,CA,Passenger,0.0,1.0,1.0,140.0,141.0,0.71,2018,2
2019-12-31,Whitman,WA,Truck,0.0,0.0,0.0,8581.0,8581.0,0.0,2019,12
2020-05-31,Calvert,MD,Passenger,0.0,2.0,2.0,88.0,90.0,2.22,2020,5
2022-06-30,Sonoma,CA,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2022,6
2023-07-31,Otero,NM,Passenger,0.0,1.0,1.0,24.0,25.0,4.0,2023,7
2022-07-31,Boulder,CO,Passenger,2.0,0.0,2.0,42.0,44.0,4.55,2022,7
2019-05-31,Clallam,WA,Truck,0.0,0.0,0.0,21743.0,21743.0,0.0,2019,5
2018-03-31,Santa Rosa,FL,Passenger,1.0,0.0,1.0,102.0,103.0,0.97,2018,3
2020-07-31,Clark,NV,Passenger,3.0,2.0,5.0,693.0,698.0,0.72,2020,7
2017-06-30,Asotin,WA,Passenger,6.0,3.0,9.0,12422.0,12431.0,0.07,2017,6
2020-02-29,St. Mary's,MD,Passenger,1.0,0.0,1.0,211.0,212.0,0.47,2020,2
2021-11-30,Houston,GA,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2021,11
2023-12-31,Chelan,WA,Passenger,742.0,212.0,954.0,53657.0,54611.0,1.75,2023,12
2018-02-28,Clallam,WA,Truck,0.0,0.0,0.0,21290.0,21290.0,0.0,2018,2
2020-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2020,1
2017-02-28,Cowlitz,WA,Passenger,50.0,46.0,96.0,69049.0,69145.0,0.14,2017,2
2019-04-30,Yakima,WA,Passenger,93.0,103.0,196.0,164594.0,164790.0,0.12,2019,4
2019-12-31,Honolulu,HI,Passenger,4.0,2.0,6.0,499.0,505.0,1.19,2019,12
2022-01-31,San Joaquin,CA,Passenger,1.0,1.0,2.0,97.0,99.0,2.02,2022,1
2023-01-31,Williamson,TX,Passenger,0.0,2.0,2.0,61.0,63.0,3.17,2023,1
2021-06-30,Williams,ND,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2021,6
2018-01-31,Okanogan,WA,Truck,0.0,0.0,0.0,16334.0,16334.0,0.0,2018,1
2019-05-31,Anne Arundel,MD,Passenger,1.0,1.0,2.0,441.0,443.0,0.45,2019,5
2020-07-31,Shasta,CA,Passenger,1.0,0.0,1.0,39.0,40.0,2.5,2020,7
2020-12-31,Adams,WA,Truck,0.0,0.0,0.0,5335.0,5335.0,0.0,2020,12
2019-05-31,Boulder,CO,Passenger,1.0,0.0,1.0,45.0,46.0,2.17,2019,5
2020-02-29,Island,WA,Truck,1.0,0.0,1.0,21322.0,21323.0,0.0,2020,2
2019-01-31,Los Angeles,CA,Passenger,5.0,5.0,10.0,1121.0,1131.0,0.88,2019,1
2019-04-30,Prince George's,MD,Passenger,1.0,1.0,2.0,189.0,191.0,1.05,2019,4
2018-05-31,Yakima,WA,Passenger,62.0,84.0,146.0,163632.0,163778.0,0.09,2018,5
2021-08-31,Rockingham,NH,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2021,8
2018-02-28,Twin Falls,ID,Passenger,0.0,1.0,1.0,24.0,25.0,4.0,2018,2
2018-11-30,Spokane,WA,Passenger,407.0,358.0,765.0,306843.0,307608.0,0.25,2018,11
2022-11-30,Benton,WA,Truck,7.0,0.0,7.0,43390.0,43397.0,0.02,2022,11
